"","project.ref","id","text","percentage","encodedText"
"17390","EP/R029946/1","6E910789-6B8D-4B73-B5B0-F3156942B558","Geosciences",5,"Geosciences"
"17391","EP/R029946/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",30,"Materials+sciences"
"17392","EP/R029946/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",10,"Medical+%26+health+interface"
"17393","EP/F017448/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",100,"Process+engineering"
"17394","EP/P00153X/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",75,"Chemical+measurement"
"17395","EP/P00153X/1","6BF947B0-8E6E-48DB-AB68-7130938F2DF2","Instrument. sensor & detectors",25,"Instrument.+sensor+%26+detectors"
"17396","EP/I031464/1","8C42F55F-1A1F-4ACE-B264-F6697518680A","Plasma physics",100,"Plasma+physics"
"17397","EP/E036066/1","C88380A2-9C65-425D-B4FB-4E289FACB800","Atomic & molecular physics",100,"Atomic+%26+molecular+physics"
"17398","EP/S036636/1","5CBA14F4-F235-45B6-A9DD-5937D5C166CC","Electrical Engineering",30,"Electrical+Engineering"
"17399","EP/S036636/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",70,"Info.+%26+commun.+Technol."
"17400","EP/J014338/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17401","EP/E003915/1","97FC8337-8E84-46A6-ACF2-A6047DA8C582","Environmental Engineering",100,"Environmental+Engineering"
"17402","EP/I002790/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",100,"Catalysis+%26+surfaces"
"17403","EP/F00513X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",25,"Info.+%26+commun.+Technol."
"17404","EP/F00513X/1","5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0","Management & Business Studies",25,"Management+%26+Business+Studies"
"17405","EP/F00513X/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",50,"Systems+engineering"
"17406","EP/D501377/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",70,"Info.+%26+commun.+Technol."
"17407","EP/D501377/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",30,"Tools%2C+technologies+%26+methods"
"17408","EP/J001937/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",100,"Civil+eng.+%26+built+environment"
"17409","EP/N009037/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"17410","EP/F021291/1","17F21DBC-4946-4262-AD07-9914F6EA12F7","Bioengineering",50,"Bioengineering"
"17411","EP/F021291/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"17412","EP/G02930X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17413","EP/D035635/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"17414","EP/H016732/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",40,"Optics%2C+photonics+%26+lasers"
"17415","EP/H016732/1","8C42F55F-1A1F-4ACE-B264-F6697518680A","Plasma physics",60,"Plasma+physics"
"17416","EP/N509048/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",100,"Civil+eng.+%26+built+environment"
"17417","EP/V008404/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",0,"Chemical+synthesis"
"17418","EP/J010626/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",40,"Materials+sciences"
"17419","EP/J010626/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",60,"Supercond%2C+magn.+%26quant.fluids"
"17420","EP/D061687/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",100,"Civil+eng.+%26+built+environment"
"17421","EP/D504813/1","A442BF36-F335-483E-9282-F3BB48AC2C47","Cell biology",50,"Cell+biology"
"17422","EP/D504813/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",20,"Materials+sciences"
"17423","EP/D504813/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",30,"Tools%2C+technologies+%26+methods"
"17424","EP/R012598/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17425","EP/F063725/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",33,"Catalysis+%26+surfaces"
"17426","EP/F063725/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",33,"Chemical+measurement"
"17427","EP/F063725/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",34,"Tools%2C+technologies+%26+methods"
"17428","EP/T017112/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17429","EP/M022668/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",100,"Supercond%2C+magn.+%26quant.fluids"
"17430","EP/F03489X/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"17431","EP/P013597/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17432","EP/F056605/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"17433","EP/F056605/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"17434","EP/S03188X/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"17435","EP/T028041/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",30,"Materials+sciences"
"17436","EP/T028041/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",70,"Supercond%2C+magn.+%26quant.fluids"
"17437","EP/F03797X/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"17438","EP/N020243/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17439","EP/E017061/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17440","EP/H024786/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",25,"Civil+eng.+%26+built+environment"
"17441","EP/H024786/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",25,"Info.+%26+commun.+Technol."
"17442","EP/H024786/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",50,"Mathematical+sciences"
"17443","EP/R015104/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"17444","EP/H043047/1","64564C94-AC7F-4056-903D-0AED107A359E","Education",30,"Education"
"17445","EP/H043047/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",45,"Info.+%26+commun.+Technol."
"17446","EP/H043047/1","4A856E02-8C94-4981-B572-E381EEB60DD2","Media",25,"Media"
"17447","EP/L001489/2","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",100,"Chemical+synthesis"
"17448","EP/D031605/1","5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0","Management & Business Studies",100,"Management+%26+Business+Studies"
"17449","EP/E002269/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"17450","EP/M015173/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",20,"Info.+%26+commun.+Technol."
"17451","EP/M015173/1","FA25733D-A456-4A1B-9D5C-7119577368D9","Manufacturing",60,"Manufacturing"
"17452","EP/M015173/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",20,"Materials+Processing"
"17453","EP/G010374/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17454","EP/E026206/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"17455","EP/D035082/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"17456","EP/D053005/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17457","EP/E063632/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",70,"Materials+sciences"
"17458","EP/E063632/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",30,"Optics%2C+photonics+%26+lasers"
"17459","EP/S007954/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17460","EP/P026265/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"17461","EP/G011591/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",100,"Process+engineering"
"17462","EP/M010910/1","C88380A2-9C65-425D-B4FB-4E289FACB800","Atomic & molecular physics",30,"Atomic+%26+molecular+physics"
"17463","EP/M010910/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",70,"Optics%2C+photonics+%26+lasers"
"17464","EP/D04894X/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",30,"Materials+sciences"
"17465","EP/D04894X/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",70,"Optics%2C+photonics+%26+lasers"
"17466","EP/M026868/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",100,"Civil+eng.+%26+built+environment"
"17467","EP/G04130X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17468","EP/T003898/1","EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA","Development studies",0,"Development+studies"
"17469","EP/T003898/1","5D762B83-597E-4E91-B2F7-04CBB955175C","Pol. sci. & internat. studies",0,"Pol.+sci.+%26+internat.+studies"
"17470","EP/T003898/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"17471","EP/T003898/1","12179D88-04B3-47E9-89E1-B5EE8F895227","Social Policy",0,"Social+Policy"
"17472","EP/I002065/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",100,"Chemical+synthesis"
"17473","EP/G029806/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",100,"Optics%2C+photonics+%26+lasers"
"17474","EP/K038559/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",50,"Chemical+measurement"
"17475","EP/K038559/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",50,"Supercond%2C+magn.+%26quant.fluids"
"17476","EP/I000437/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",50,"Energy"
"17477","EP/I000437/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",50,"Info.+%26+commun.+Technol."
"17478","EP/F026269/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17479","EP/F055951/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"17480","EP/F055951/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"17481","EP/P03456X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17482","EP/T023643/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",50,"Catalysis+%26+surfaces"
"17483","EP/T023643/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"17484","EP/C006208/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",75,"Info.+%26+commun.+Technol."
"17485","EP/C006208/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",25,"Mathematical+sciences"
"17486","EP/N032160/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"17487","EP/G007802/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",75,"Chemical+synthesis"
"17488","EP/G007802/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",25,"Medical+%26+health+interface"
"17489","EP/F003137/1","5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0","Management & Business Studies",40,"Management+%26+Business+Studies"
"17490","EP/F003137/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",60,"Systems+engineering"
"17491","EP/K027263/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",34,"Catalysis+%26+surfaces"
"17492","EP/K027263/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",33,"Chemical+measurement"
"17493","EP/K027263/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",33,"Chemical+synthesis"
"17494","EP/S01389X/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",20,"Civil+eng.+%26+built+environment"
"17495","EP/S01389X/1","FA25733D-A456-4A1B-9D5C-7119577368D9","Manufacturing",80,"Manufacturing"
"17496","EP/K010298/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"17497","EP/K009788/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",50,"Info.+%26+commun.+Technol."
"17498","EP/K009788/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",50,"Mathematical+sciences"
"17499","DT/E006140/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17500","EP/N006062/1","AEB7EC61-1574-4583-8B00-BD32275F29A6","Complexity Science",50,"Complexity+Science"
"17501","EP/N006062/1","7D5D2DB2-0A64-42AF-A644-5F541B832A29","Economics",20,"Economics"
"17502","EP/N006062/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",30,"Info.+%26+commun.+Technol."
"17503","EP/E058124/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"17504","EP/T003227/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"17505","EP/D056241/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",50,"Catalysis+%26+surfaces"
"17506","EP/D056241/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",50,"Supercond%2C+magn.+%26quant.fluids"
"17507","EP/E000673/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"17508","EP/F01239X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17509","EP/G030669/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",100,"Chemical+synthesis"
"17510","EP/L022125/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",5,"Info.+%26+commun.+Technol."
"17511","EP/L022125/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",20,"Mechanical+Engineering"
"17512","EP/P006701/1","FA25733D-A456-4A1B-9D5C-7119577368D9","Manufacturing",50,"Manufacturing"
"17513","EP/P006701/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",50,"Materials+Processing"
"17514","EP/I023879/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",100,"Materials+Processing"
"17515","EP/M019446/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"17516","EP/L021250/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",50,"Info.+%26+commun.+Technol."
"17517","EP/H006710/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",20,"Chemical+synthesis"
"17518","EP/H006710/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",80,"Materials+sciences"
"17519","EP/G003319/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",30,"Materials+sciences"
"17520","EP/G003319/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",70,"Optics%2C+photonics+%26+lasers"
"17521","EP/J009016/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",70,"Info.+%26+commun.+Technol."
"17522","EP/J009016/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",30,"Materials+sciences"
"17523","EP/T015608/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"17524","EP/D053951/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",100,"Chemical+measurement"
"17525","EP/F058942/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"17526","EP/M026426/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"17527","EP/R004463/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",40,"Tools%2C+technologies+%26+methods"
"17528","EP/T013710/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",15,"Chemical+measurement"
"17529","EP/T013710/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",85,"Materials+sciences"
"17530","EP/K014226/1","AEB7EC61-1574-4583-8B00-BD32275F29A6","Complexity Science",40,"Complexity+Science"
"17531","EP/K014226/1","FA25733D-A456-4A1B-9D5C-7119577368D9","Manufacturing",60,"Manufacturing"
"17532","EP/D030501/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",100,"Supercond%2C+magn.+%26quant.fluids"
"17533","EP/V043064/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"17534","EP/V035630/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",20,"Chemical+measurement"
"17535","EP/V035630/1","5CBA14F4-F235-45B6-A9DD-5937D5C166CC","Electrical Engineering",15,"Electrical+Engineering"
"17536","EP/V035630/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",20,"Materials+sciences"
"17537","EP/V035630/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",30,"Process+engineering"
"17538","EP/V035630/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",15,"Systems+engineering"
"17539","EP/F066104/1","F442B6BE-8B89-4C01-8D3B-E8A4D320B672","Biomolecules & biochemistry",50,"Biomolecules+%26+biochemistry"
"17540","EP/F066104/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"17541","EP/H02431X/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",100,"Tools%2C+technologies+%26+methods"
"17542","EP/K032666/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17543","EP/I017550/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",100,"Medical+%26+health+interface"
"17544","EP/K027689/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"17545","EP/N002504/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",20,"Civil+eng.+%26+built+environment"
"17546","EP/N002504/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"17547","EP/L019469/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"17548","EP/H006869/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",67,"Materials+sciences"
"17549","EP/H006869/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",33,"Optics%2C+photonics+%26+lasers"
"17550","EP/G008442/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",50,"Catalysis+%26+surfaces"
"17551","EP/G008442/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",50,"Process+engineering"
"17552","EP/W001381/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17553","EP/E001831/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",100,"Optics%2C+photonics+%26+lasers"
"17554","EP/I031707/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"17555","EP/D038812/2","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"17556","EP/G00434X/2","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"17557","EP/G03298X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17558","EP/I017909/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",40,"Medical+%26+health+interface"
"17559","EP/I017909/1","9BDF80E2-029E-4505-B7EE-DB0FA633E483","Omic sciences & technologies",15,"Omic+sciences+%26+technologies"
"17560","EP/I017909/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",45,"Tools%2C+technologies+%26+methods"
"17561","EP/L014564/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17562","EP/R014418/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",100,"Medical+%26+health+interface"
"17563","EP/R014418/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"17564","EP/I013636/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",50,"Energy"
"17565","EP/I013636/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",50,"Systems+engineering"
"17566","EP/F040075/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"17567","EP/L023520/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"17568","EP/I017747/2","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"17569","EP/D062551/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",40,"Chemical+measurement"
"17570","EP/D062551/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",45,"Chemical+synthesis"
"17571","EP/D062551/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",15,"Materials+sciences"
"17572","EP/I000909/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",100,"Systems+engineering"
"17573","EP/S003800/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17574","EP/F027265/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",50,"Energy"
"17575","EP/F027265/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",50,"Process+engineering"
"17576","EP/T029870/1","64564C94-AC7F-4056-903D-0AED107A359E","Education",0,"Education"
"17577","EP/T029870/1","4A856E02-8C94-4981-B572-E381EEB60DD2","Media",0,"Media"
"17578","EP/T029870/1","F0322ED6-113F-4530-BA5E-562216587E68","Sociology",0,"Sociology"
"17579","EP/T029870/1","972C8509-5001-4523-9E10-7FA67E2F2E69","Visual arts",0,"Visual+arts"
"17580","EP/P022030/1","F442B6BE-8B89-4C01-8D3B-E8A4D320B672","Biomolecules & biochemistry",10,"Biomolecules+%26+biochemistry"
"17581","EP/P022030/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",30,"Chemical+measurement"
"17582","EP/P022030/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",30,"Materials+sciences"
"17583","EP/P022030/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",30,"Supercond%2C+magn.+%26quant.fluids"
"17584","EP/M023834/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",40,"Catalysis+%26+surfaces"
"17585","EP/M023834/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",60,"Chemical+synthesis"
"17586","DT/E011020/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",100,"Process+engineering"
"17587","EP/K021729/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",70,"Medical+%26+health+interface"
"17588","EP/K021729/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",30,"Tools%2C+technologies+%26+methods"
"17589","EP/D071461/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"17590","EP/G005508/1","A442BF36-F335-483E-9282-F3BB48AC2C47","Cell biology",14,"Cell+biology"
"17591","EP/G005508/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",66,"Info.+%26+commun.+Technol."
"17592","EP/G005508/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",20,"Medical+%26+health+interface"
"17593","EP/H005188/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"17594","EP/K02986X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17595","EP/G036314/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",75,"Catalysis+%26+surfaces"
"17596","EP/G036314/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",25,"Chem.+React.+Dyn.+%26+mechanisms"
"17597","EP/G006113/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",20,"Catalysis+%26+surfaces"
"17598","EP/G006113/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",60,"Energy"
"17599","EP/G006113/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",20,"Materials+sciences"
"17600","EP/I01490X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"17601","EP/I004130/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"17602","EP/D035740/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",25,"Info.+%26+commun.+Technol."
"17603","EP/D035740/1","5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0","Management & Business Studies",75,"Management+%26+Business+Studies"
