"","project.ref","id","text","percentage","encodedText"
"2137","EP/G006555/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"2138","EP/E00198X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",60,"Info.+%26+commun.+Technol."
"2139","EP/E00198X/1","5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0","Management & Business Studies",40,"Management+%26+Business+Studies"
"2140","EP/M017621/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",50,"Civil+eng.+%26+built+environment"
"2141","EP/P510221/1","6BF947B0-8E6E-48DB-AB68-7130938F2DF2","Instrument. sensor & detectors",100,"Instrument.+sensor+%26+detectors"
"2142","GR/T23824/01","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",65,"Chemical+measurement"
"2143","GR/T23824/01","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",35,"Tools%2C+technologies+%26+methods"
"2144","EP/I029141/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"2145","EP/N017013/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",10,"Systems+engineering"
"2146","EP/R013624/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",100,"Medical+%26+health+interface"
"2147","EP/J013242/1","FA25733D-A456-4A1B-9D5C-7119577368D9","Manufacturing",100,"Manufacturing"
"2148","EP/E01853X/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",100,"Tools%2C+technologies+%26+methods"
"2149","EP/I037970/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"2150","EP/J009733/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",25,"Chem.+React.+Dyn.+%26+mechanisms"
"2151","EP/J009733/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",75,"Chemical+measurement"
"2152","EP/F026145/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",100,"Catalysis+%26+surfaces"
"2153","EP/T00522X/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"2154","EP/T005025/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"2155","EP/K026429/1","97FC8337-8E84-46A6-ACF2-A6047DA8C582","Environmental Engineering",50,"Environmental+Engineering"
"2156","EP/K026429/1","FA25733D-A456-4A1B-9D5C-7119577368D9","Manufacturing",50,"Manufacturing"
"2157","EP/N023803/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",20,"Optics%2C+photonics+%26+lasers"
"2158","EP/N023803/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",80,"Supercond%2C+magn.+%26quant.fluids"
"2159","EP/T030577/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"2160","EP/I027084/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",20,"Medical+%26+health+interface"
"2161","EP/I027084/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",80,"Tools%2C+technologies+%26+methods"
"2162","EP/N032861/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",50,"Mathematical+sciences"
"2163","EP/N032861/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",50,"Mechanical+Engineering"
"2164","EP/D080622/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"2165","EP/F024045/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"2166","EP/F024045/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",50,"Supercond%2C+magn.+%26quant.fluids"
"2167","EP/S017313/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"2168","EP/D504686/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"2169","EP/K021435/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",75,"Chemical+measurement"
"2170","EP/K021435/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",25,"Chemical+synthesis"
"2171","EP/M507751/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",50,"Materials+Processing"
"2172","EP/M507751/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"2173","EP/H005501/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"2174","EP/T014911/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",10,"Catalysis+%26+surfaces"
"2175","EP/T014911/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",30,"Chemical+measurement"
"2176","EP/T014911/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",55,"Materials+sciences"
"2177","EP/T014911/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",5,"Process+engineering"
"2178","EP/F013361/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",80,"Info.+%26+commun.+Technol."
"2179","EP/F013361/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",20,"Tools%2C+technologies+%26+methods"
"2180","EP/W000679/1","5CBA14F4-F235-45B6-A9DD-5937D5C166CC","Electrical Engineering",20,"Electrical+Engineering"
"2181","EP/W000679/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",80,"Medical+%26+health+interface"
"2182","EP/V043102/1","EE4457DB-92A3-44EA-8D5F-77013CC107E0","Climate & Climate Change",0,"Climate+%26+Climate+Change"
"2183","EP/V043102/1","3A4CB57C-9B22-41A2-AB15-127503299365","Human Geography",0,"Human+Geography"
"2184","EP/V043102/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",0,"Medical+%26+health+interface"
"2185","EP/V043102/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"2186","EP/E037313/1","5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0","Management & Business Studies",100,"Management+%26+Business+Studies"
"2187","EP/P002420/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"2188","EP/I014845/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",60,"Chem.+React.+Dyn.+%26+mechanisms"
"2189","EP/I014845/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",40,"Chemical+synthesis"
"2190","EP/V013858/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",90,"Energy"
"2191","EP/V013858/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",10,"Materials+sciences"
"2192","EP/F045905/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",35,"Materials+sciences"
"2193","EP/F045905/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",35,"Optics%2C+photonics+%26+lasers"
"2194","EP/F045905/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",30,"Tools%2C+technologies+%26+methods"
"2195","EP/F001614/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"2196","EP/I004394/1","C88380A2-9C65-425D-B4FB-4E289FACB800","Atomic & molecular physics",100,"Atomic+%26+molecular+physics"
"2197","EP/G027838/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",5,"Chemical+synthesis"
"2198","EP/G027838/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",25,"Info.+%26+commun.+Technol."
"2199","EP/G027838/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",40,"Process+engineering"
"2200","EP/G027838/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",30,"Tools%2C+technologies+%26+methods"
"2201","EP/T020970/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",20,"Info.+%26+commun.+Technol."
"2202","EP/T020970/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",80,"Medical+%26+health+interface"
"2203","EP/M014045/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"2204","EP/D031168/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",100,"Chemical+synthesis"
"2205","DT/E005195/1","5CBA14F4-F235-45B6-A9DD-5937D5C166CC","Electrical Engineering",100,"Electrical+Engineering"
"2206","EP/K03636X/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"2207","EP/N016351/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"2208","EP/N02155X/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"2209","EP/E023282/1","C88380A2-9C65-425D-B4FB-4E289FACB800","Atomic & molecular physics",50,"Atomic+%26+molecular+physics"
"2210","EP/E023282/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",50,"Chemical+measurement"
"2211","EP/P510208/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"2212","EP/G06556X/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"2213","EP/R029938/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",50,"Catalysis+%26+surfaces"
"2214","EP/R029938/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"2215","EP/R018820/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",20,"Catalysis+%26+surfaces"
"2216","EP/R018820/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",40,"Chem.+React.+Dyn.+%26+mechanisms"
"2217","EP/R018820/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",40,"Materials+sciences"
"2218","EP/J01334X/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",40,"Materials+sciences"
"2219","EP/J01334X/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",10,"Medical+%26+health+interface"
"2220","EP/V000470/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"2221","EP/S017046/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"2222","EP/S017046/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",15,"Materials+sciences"
"2223","EP/S017046/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",15,"Process+engineering"
"2224","EP/F008600/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"2225","EP/I500278/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",50,"Chemical+measurement"
"2226","EP/I500278/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",50,"Tools%2C+technologies+%26+methods"
"2227","EP/F065833/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",100,"Chemical+synthesis"
"2228","EP/I037423/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"2229","EP/I037474/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"2230","EP/T019514/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",60,"Civil+eng.+%26+built+environment"
"2231","EP/T019514/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",40,"Info.+%26+commun.+Technol."
"2232","EP/G003459/1","C88380A2-9C65-425D-B4FB-4E289FACB800","Atomic & molecular physics",33,"Atomic+%26+molecular+physics"
"2233","EP/G003459/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",34,"Optics%2C+photonics+%26+lasers"
"2234","EP/G003459/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",33,"Tools%2C+technologies+%26+methods"
"2235","EP/S001964/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"2236","EP/E025412/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",100,"Supercond%2C+magn.+%26quant.fluids"
"2237","DT/E005039/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",50,"Medical+%26+health+interface"
"2238","DT/E005039/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",50,"Process+engineering"
"2239","EP/I01652X/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",60,"Energy"
"2240","EP/I01652X/1","5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0","Management & Business Studies",40,"Management+%26+Business+Studies"
"2241","EP/R007438/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",20,"Process+engineering"
"2242","EP/J005339/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"2243","EP/K028774/1","C88380A2-9C65-425D-B4FB-4E289FACB800","Atomic & molecular physics",100,"Atomic+%26+molecular+physics"
"2244","EP/G004366/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",50,"Optics%2C+photonics+%26+lasers"
"2245","EP/G004366/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",50,"Supercond%2C+magn.+%26quant.fluids"
"2246","EP/P022480/1","F442B6BE-8B89-4C01-8D3B-E8A4D320B672","Biomolecules & biochemistry",10,"Biomolecules+%26+biochemistry"
"2247","EP/P022480/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",30,"Chemical+measurement"
"2248","EP/P022480/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",30,"Materials+sciences"
"2249","EP/P022480/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",30,"Supercond%2C+magn.+%26quant.fluids"
"2250","EP/G066604/1","AEB7EC61-1574-4583-8B00-BD32275F29A6","Complexity Science",25,"Complexity+Science"
"2251","EP/G066604/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",25,"Info.+%26+commun.+Technol."
"2252","EP/G066604/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",25,"Mathematical+sciences"
"2253","EP/G066604/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",25,"Supercond%2C+magn.+%26quant.fluids"
"2254","EP/K012029/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",50,"Info.+%26+commun.+Technol."
"2255","EP/P001297/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"2256","EP/K011944/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",100,"Chemical+measurement"
"2257","EP/H023631/1","5CBA14F4-F235-45B6-A9DD-5937D5C166CC","Electrical Engineering",20,"Electrical+Engineering"
"2258","EP/H023631/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",80,"Info.+%26+commun.+Technol."
"2259","EP/J020435/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"2260","EP/L026015/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"2261","EP/M016269/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"2262","EP/N016777/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"2263","EP/H012613/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",33,"Chemical+measurement"
"2264","EP/H012613/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",34,"Chemical+synthesis"
"2265","EP/H012613/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",33,"Supercond%2C+magn.+%26quant.fluids"
"2266","EP/T00813X/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"2267","EP/G05035X/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",50,"Mathematical+sciences"
"2268","EP/G05035X/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",50,"Process+engineering"
"2269","EP/C54658X/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"2270","EP/K032518/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"2271","EP/P026486/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",25,"Optics%2C+photonics+%26+lasers"
"2272","EP/P026486/1","8C42F55F-1A1F-4ACE-B264-F6697518680A","Plasma physics",75,"Plasma+physics"
"2273","EP/G007187/1","8C42F55F-1A1F-4ACE-B264-F6697518680A","Plasma physics",100,"Plasma+physics"
"2274","EP/T003820/1","2607D197-52EE-40CA-A1D5-A46D18C3F97F","Microbial sciences",0,"Microbial+sciences"
"2275","EP/T003820/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"2276","EP/T025581/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"2277","EP/D034167/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"2278","EP/D077141/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",50,"Medical+%26+health+interface"
"2279","EP/D077141/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",50,"Optics%2C+photonics+%26+lasers"
"2280","EP/P024564/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",100,"Supercond%2C+magn.+%26quant.fluids"
"2281","EP/S030492/1","F442B6BE-8B89-4C01-8D3B-E8A4D320B672","Biomolecules & biochemistry",50,"Biomolecules+%26+biochemistry"
"2282","EP/S030492/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"2283","EP/L024713/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"2284","EP/L024713/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",50,"Medical+%26+health+interface"
"2285","EP/F055595/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"2286","EP/F055595/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",50,"Tools%2C+technologies+%26+methods"
"2287","EP/V000152/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",40,"Catalysis+%26+surfaces"
"2288","EP/V000152/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",40,"Energy"
"2289","EP/V000152/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",20,"Materials+sciences"
"2290","EP/I000801/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",100,"Tools%2C+technologies+%26+methods"
"2291","EP/G057265/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",100,"Process+engineering"
"2292","EP/F041470/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",50,"Info.+%26+commun.+Technol."
"2293","EP/F041470/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",50,"Tools%2C+technologies+%26+methods"
"2294","EP/T015241/1","C88380A2-9C65-425D-B4FB-4E289FACB800","Atomic & molecular physics",100,"Atomic+%26+molecular+physics"
"2295","EP/G049165/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"2296","EP/V027743/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",50,"Medical+%26+health+interface"
"2297","EP/V027743/1","2607D197-52EE-40CA-A1D5-A46D18C3F97F","Microbial sciences",50,"Microbial+sciences"
"2298","EP/D031109/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",100,"Supercond%2C+magn.+%26quant.fluids"
"2299","EP/G022496/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",50,"Mathematical+sciences"
"2300","EP/G022496/1","9C124926-5968-486F-9B51-CCEB6C4E9650","Particle physics - theory",50,"Particle+physics+-+theory"
"2301","EP/F03699X/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"2302","EP/F068328/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",100,"Chemical+synthesis"
"2303","EP/H022287/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"2304","EP/I005722/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"2305","EP/E02730X/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",33,"Chemical+measurement"
"2306","EP/E02730X/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",33,"Chemical+synthesis"
"2307","EP/E02730X/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",5,"Energy"
"2308","EP/E02730X/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",29,"Materials+sciences"
"2309","EP/L020254/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",100,"Medical+%26+health+interface"
"2310","EP/F002068/1","C88380A2-9C65-425D-B4FB-4E289FACB800","Atomic & molecular physics",100,"Atomic+%26+molecular+physics"
"2311","EP/K029746/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"2312","EP/F06151X/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"2313","EP/E50096X/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",30,"Catalysis+%26+surfaces"
"2314","EP/E50096X/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",30,"Chemical+synthesis"
"2315","EP/E50096X/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",30,"Materials+sciences"
"2316","EP/E50096X/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",10,"Process+engineering"
"2317","EP/G060886/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",75,"Catalysis+%26+surfaces"
"2318","EP/G060886/1","8C42F55F-1A1F-4ACE-B264-F6697518680A","Plasma physics",25,"Plasma+physics"
